speciesId	compartment	initialConcentration	annotation	Source Mapping	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K1__PIP2_	Cytoplasm	8.64E-31	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, CHEBI:18348, P11487, Q92914	pFFrFFr_PI3K1_PIP2	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_FGF__FGFR__FGFR__PI3K1__PIP2_	Cytoplasm	2.24E-15	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, CHEBI:18348, P11487, Q92914	pFFrFr_PI3K1_PIP2	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K1__PIP2_	Cytoplasm	1.11E-18	Q9Y4H2, P01344, CHEBI:18348, P35568, P05019, P08069	pIIrIr_IRS_PI3K1_PIP2	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_INS__INSR__INSR__IRS__PI3K1__PIP2_	Cytoplasm	2.03E-16	Q9Y4H2, CHEBI:18348, P06213, P35568, P01308	pINS_Isr_Isr_IRS_PI3K1_PIP2	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K1__PIP2_	Cytoplasm	1.31E-37	Q9Y4H2, P01344, CHEBI:18348, P35568, P05019, P08069	pIIrIrI_IRS_PI3K1_PIP2	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K1__PIP2_	Cytoplasm	9.33E-34	Q9Y4H2, CHEBI:18348, P06213, P35568, P01308	pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	INS, INSR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000254647	ENSG00000171105	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
cyt_prot_p_EGF__EGFR__ERBB2__PI3K2__PIP_	Cytoplasm	1.55E-181	P04626, P01133, P00533	pEE1E2_PI3K2_PIP	EGF, EGFR, ERBB2, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000011405								
cyt_prot_p_EGF__EGFR__EGFRvIII__PI3K2__PIP_	Cytoplasm	2.85E-193	P00533, P01133, VAR_066493, 	pEE1Ev3_PI3K2_PIP	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
cyt_prot_p_EGF__EGFR__EGFR__PI3K2__PIP_	Cytoplasm	1.92E-181	P00533, P01133	p_EGF__EGFR__ERBB2__PI3K2__PIP	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
cyt_prot_p_EGF__EGFR__EGF__EGFR__PI3K2__PIP_	Cytoplasm	4.50E-199	P00533, P01133	pEE1EE1_PI3K2_PIP	EGF, EGFR, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000011405									
cyt_prot_p_EGF__EGFR__ERBB3__PI3K2__PIP_	Cytoplasm	1.75E-181	P00533, P01133, P21860	pEE1E3_PI3K2_PIP	EGF, EGFR, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000011405								
cyt_prot_p_EGF__EGFR__NRG1__ERBB3__PI3K2__PIP_	Cytoplasm	9.09E-197	P00533, Q02297, P21860, P01133	pEE1HE3_PI3K2_PIP	EGF, EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405							
cyt_prot_p_EGF__EGFR__ERBB4__PI3K2__PIP_	Cytoplasm	8.40E-210	P00533, P01133, Q15303	pEE1E4_PI3K2_PIP	EGF, EGFR, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000011405								
cyt_prot_p_EGF__EGFR__NRG1__ERBB4__PI3K2__PIP_	Cytoplasm	9.06E-225	P00533, Q02297, Q15303, P01133	pEE1HE4_PI3K2_PIP	EGF, EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405							
cyt_prot_p_ERBB2__NRG1__ERBB3__PI3K2__PIP_	Cytoplasm	1.46E-180	Q02297, P04626, P21860	pE2HE3_PI3K2_PIP	ERBB2, NRG1, ERBB3, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000011405								
cyt_prot_p_NRG1__ERBB3__EGFRvIII__PI3K2__PIP_	Cytoplasm	1.62E-191	P21860, Q02297	pHE3Ev3_PI3K2_PIP	NRG1, ERBB3, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000011405									
cyt_prot_p_EGFR__NRG1__ERBB3__PI3K2__PIP_	Cytoplasm	1.41E-179	Q02297, P00533, P21860	pE1HE3_PI3K2_PIP	EGFR, NRG1, ERBB3, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000011405								
cyt_prot_p_NRG1__ERBB3__ERBB4__PI3K2__PIP_	Cytoplasm	3.03E-208	Q02297, P21860, Q15303	pHE3E4_PI3K2_PIP	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
cyt_prot_p_NRG1__ERBB3__NRG1__ERBB4__PI3K2__PIP_	Cytoplasm	1.90E-223	Q02297, P21860, Q15303	pHE3HE4_PI3K2_PIP	NRG1, ERBB3, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000011405								
cyt_prot_p_ERBB2__NRG1__ERBB4__PI3K2__PIP_	Cytoplasm	3.05E-208	Q02297, P04626, Q15303	pE2HE4_PI3K2_PIP	ERBB2, NRG1, ERBB4, PIK3C2A	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000011405								
cyt_mixed_p_NRG1__ERBB4__EGFRvIII__PI3K2__PIP_	Cytoplasm	2.72E-219	Q15303, Q02297	pHE4Ev3_PI3K2_PIP	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
cyt_prot_p_EGFR__NRG1__ERBB4__PI3K2__PIP_	Cytoplasm	2.36E-207	Q02297, P00533, Q15303	pE1HE4_PI3K2_PIP	EGFR, NRG1, ERBB4, PIK3C2A	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000011405								
cyt_prot_p_ERBB3__NRG1__ERBB4__PI3K2__PIP_	Cytoplasm	2.81E-208	Q02297, P21860, Q15303	pE3HE4_PI3K2_PIP	ERBB3, NRG1, ERBB4, PIK3C2A	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000011405								
cyt_prot_p_NRG1__ERBB4__ERBB4__PI3K2__PIP_	Cytoplasm	5.91E-236	Q15303, Q02297	pHE4E4_PI3K2_PIP	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
cyt_prot_p_NRG1__ERBB4__NRG1__ERBB4__PI3K2__PIP_	Cytoplasm	2.02E-251	Q15303, Q02297	pHE4HE4_PI3K2_PIP	NRG1, ERBB4, PIK3C2A	ENSG00000157168	ENSG00000178568	ENSG00000011405									
cyt_prot_p_HGF__MET__MET__PI3K2__PIP_	Cytoplasm	7.10E-178	P14210, P08581	pHGF_Met_Met_PI3K2_PIP	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
cyt_prot_p_HGF__MET__HGF__MET__PI3K2__PIP_	Cytoplasm	1.13E-191	P14210, P08581	pHGF_Met_HGF_Met_PI3K2_PIP	HGF, MET, PIK3C2A	ENSG00000019991	ENSG00000105976	ENSG00000011405									
cyt_prot_p_PDGFB__PDGFRB__PDGFB__PDGFRB__PI3K2__PIP_	Cytoplasm	2.92E-206	P16234, P04085, P09619, P01133	pPPrPPr_PI3K2_PIP	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
cyt_prot_p_PDGFRB__PDGFRB__PDGFRB__PI3K2__PIP_	Cytoplasm	4.35E-203	P09619, P16234	pPPrPr_PI3K2_PIP	PDGFB, PDGFRA, PDGFRB, PIK3C2A	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000011405								
cyt_prot_p_FGF__FGFR__FGF__FGFR__PI3K2__PIP_	Cytoplasm	6.89E-196	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, P11487, Q92914	pFFrFFr_PI3K2_PIP	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
cyt_prot_p_FGF__FGFR__FGFR__PI3K2__PIP_	Cytoplasm	1.79E-180	P21781, P21802, P12034, P11362, Q9HCT0, O76093, O95750, O43320, P61328, Q9NP95, Q9GZV9, P05230, Q9NSA1, O60258, O15520, Q92915, P10767, P55075, P09038, Q92913, P31371, P08620, P11487, Q92914	pFFrFr_PI3K2_PIP	FGF1, FGF2, FGFR1, FGFR2, PIK3C2A	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000011405							
cyt_prot_p_IGF__IGF1R__IGF1R__IRS__PI3K2__PIP_	Cytoplasm	8.90E-184	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIr_IRS_PI3K2_PIP	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
cyt_prot_p_INS__INSR__INSR__IRS__PI3K2__PIP_	Cytoplasm	1.63E-181	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_IRS_PI3K2_PIP	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
cyt_prot_p_IGF__IGF1R__IGF1R__IGF__IRS__PI3K2__PIP_	Cytoplasm	1.05E-202	P35568, P01344, P05019, Q9Y4H2, P08069	pIIrIrI_IRS_PI3K2_PIP	IGF1, IGF2, IGF1R, PIK3C2A	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000011405								
cyt_prot_p_INS__INSR__INSR__INS__IRS__PI3K2__PIP_	Cytoplasm	7.49E-199	P35568, P06213, Q9Y4H2, P01308	pINS_Isr_Isr_INS_IRS_PI3K2_PIP	INS, INSR, PIK3C2A	ENSG00000254647	ENSG00000171105	ENSG00000011405									
cyt_prot_IRS_	Cytoplasm	0.9354614267	P35568, Q9Y4H2	IRS	IRS1, IRS2	ENSG00000169047	ENSG00000185950										
cyt_prot_SPRY2_	Cytoplasm	0.01808573061	O43597	Sp	SPRY2	ENSG00000136158											
cyt_prot_CBL_	Cytoplasm	5.299368504	P22681	Cbl	CBL	ENSG00000110395											
cyt_prot_GRB2_	Cytoplasm	60.84451487	P62993	G2	GRB2	ENSG00000177885											
cyt_prot_GRB2__SOS1_	Cytoplasm	0.2810204152	P62993, Q07889	G2_SOS	GRB2, SOS1	ENSG00000177885	ENSG00000115904										
cyt_prot_GRB2__p_SOS1_	Cytoplasm	0.2775355327	P62993, Q07889	G2_pSOS	GRB2, SOS1	ENSG00000177885	ENSG00000115904										
cyt_prot_PLCG_	Cytoplasm	2.214052426	P19174, P16885	PLCg	PLCG1, PLCG2	ENSG00000124181	ENSG00000197943										
cyt_prot_PI3KC_	Cytoplasm	0.02369597331	P42336, P42338, P48736, O00329	PI3KC1	PIK3CA, PIK3CB, PIK3CG, PIK3CD	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608								
cyt_prot_PI3KR_	Cytoplasm	8.962088415	P27986, O00459, Q92569, Q99570	PI3KR1	PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455								
cyt_prot_PI3KC__PI3KR_	Cytoplasm	2.010578135	P42336, P42338, P48736, O00329, P27986, O00459, Q92569, Q99570	PI3K1	PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455				
cyt_prot_p_PI3KC__PI3KR_	Cytoplasm	0.3385135811	P42336, P42338, P48736, O00329, P27986, O00459, Q92569, Q99570	pPI3K1	PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455				
cyt_prot_PIK3C2A_	Cytoplasm	1.723235633	O00443	PI3K2	PIK3C2A	ENSG00000011405											
cyt_prot_MTORC1_	Cytoplasm	2.742881957	P42345, Q8N122	mTORC1	MTOR	ENSG00000198793											
cyt_prot_a_MTORC1_	Cytoplasm	0.1860980378	P42345, Q8N122	mTORC1active	MTOR	ENSG00000198793											
cyt_lipid_PIP_	Cytoplasm	9.29E-162	CHEBI:26036	PIP													
cyt_lipid_PtdIns3P_	Cytoplasm	7.28E-175	CHEBI:26034	PI3P													
cyt_prot_DAG1_	Cytoplasm	7.73E-12	Q14118	DAG	DAG1	ENSG00000173402											
cyt_prot_GRP_	Cytoplasm	9.676785567	P07492	GRP	RASGRP1, RASGRP3	ENSG00000172575	ENSG00000152689										
cyt_prot_DAG1__GRP_	Cytoplasm	7.48E-13	Q14118, P07492	DAG_GRP	DAG1, RASGRP1, RASGRP3	ENSG00000173402	ENSG00000172575	ENSG00000152689									
cyt_prot_RAS__GTP_	Cytoplasm	2.800104908	P01111,  CHEBI:15996, P01116, P01112, 	RasT	NRAS, KRAS, HRAS	ENSG00000213281	ENSG00000133703	ENSG00000174775									
cyt_prot_RAS__GDP_	Cytoplasm	161.2777085	P01111,  P01116, CHEBI:17552, P01112, 	RasD	NRAS, KRAS, HRAS	ENSG00000213281	ENSG00000133703	ENSG00000174775									
cyt_prot_NF1_	Cytoplasm	0.7812814321	P21359	NF1	NF1	ENSG00000196712											
cyt_prot_p_NF1_	Cytoplasm	0	P21359	pNF1	NF1	ENSG00000196712											
cyt_prot_p_RAF1_	Cytoplasm	3.223639905	P04049	pCRaf	RAF1	ENSG00000132155											
cyt_prot_RAF1_	Cytoplasm	3.263604692	P04049	CRaf	RAF1	ENSG00000132155											
cyt_prot_RAS__GTP__RAF1_	Cytoplasm	0.9113379923	P01111,  CHEBI:15996, P01116, P01112, 	RasT_CRaf	NRAS, KRAS, HRAS, RAF1	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155								
cyt_prot_BRAF_	Cytoplasm	0.4164321594	P15056	BRaf	BRAF	ENSG00000157764											
cyt_prot_RAS__GTP__RAF1__BRAF_	Cytoplasm	0.1058145217	CHEBI:15996, P15056, P04049	RasT_CRaf_BRaf	NRAS, KRAS, HRAS, RAF1, BRAF	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000132155	ENSG00000157764							
cyt_prot_MAP2K_	Cytoplasm	124.7698775	Q02750, P36507	MEK	MAP2K1, MAP2K2	ENSG00000169032	ENSG00000126934										
cyt_prot_p_MAP2K_	Cytoplasm	16.33498409	Q02750, P36507	pMEK	MAP2K1, MAP2K2	ENSG00000169032	ENSG00000126934										
cyt_prot_p_p_MAP2K_	Cytoplasm	21.38149735	Q02750, P36507	ppMEK	MAP2K1, MAP2K2	ENSG00000169032	ENSG00000126934										
cyt_prot_DUSP6_	Cytoplasm	0.001983584425	Q16828	MKP3	DUSP6	ENSG00000139318											
nuc_prot_MAPK_	Nucleus	0.3987465828	Q02750, P36507	ERKnuc	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
nuc_prot_p_p_MAPK_	Nucleus	7.175143579	Q02750, P36507	ppERKnuc	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
cyt_prot_RPS6KA_	Cytoplasm	69.65112307	Q15418, Q15349, P51812, O75676	RSK	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302								
cyt_prot_p_RPS6KA_	Cytoplasm	0.6886433904	Q15418, Q15349, P51812, O75676	pRSK	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302								
nuc_prot_p_RPS6KA_	Nucleus	1.74756681	Q15418, Q15349, P51812, O75676	pRSKnuc	RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA4	ENSG00000117676	ENSG00000071242	ENSG00000177189	ENSG00000162302								
nuc_prot_DUSP1_	Nucleus	0.00204714573	P28562	MKP1	DUSP1	ENSG00000120129											
nuc_prot_p_DUSP1_	Nucleus	0.01576521236	P28562	pMKP1	DUSP1	ENSG00000120129											
nuc_prot_FOS_	Nucleus	2.985524393	P01100	cFos	FOS	ENSG00000170345											
nuc_prot_p_FOS_	Nucleus	0.2419661922	P01100	pcFos	FOS	ENSG00000170345											
nuc_prot_JUN_	Nucleus	2.871228268	P05412	cJun	JUN	ENSG00000177606											
nuc_prot_p_FOS__JUN_	Nucleus	0.06914120439	P01100, P05412	pcFos_cJun	FOS, JUN	ENSG00000170345	ENSG00000177606										
nuc_prot_MYC_	Nucleus	45.43934455	P01106	cMyc	MYC	ENSG00000136997											
nuc_prot_CTNNB1_	Nucleus	35.4866998	P35222	bCATENINnuc	CTNNB1	ENSG00000168036											
cyt_prot_CTNNB1_	Cytoplasm	17.75651187	P35222	bCATENIN	CTNNB1	ENSG00000168036											
cyt_prot_p_CTNNB1_	Cytoplasm	179.7919173	P35222	pbCATENIN	CTNNB1	ENSG00000168036											
cyt_prot_ITPK_	Cytoplasm	1.03E-12	P23677, P27987, Q96DU7	IP3	ITPKA, ITPKB, ITPKC	ENSG00000137825	ENSG00000143772	ENSG00000086544									
cyt_lipid_PIP2_	Cytoplasm	9998.269998	CHEBI:18348	PIP2													
cyt_lipid_PIP3_	Cytoplasm	1.607259025	CHEBI:16618	PIP3													
cyt_prot_PTEN_	Cytoplasm	2.315664435	P60484	PTEN	PTEN	ENSG00000171862											
cyt_mixed_PIP3__AKT_	Cytoplasm	0.7350983973	P31749, P31751, Q9Y243, CHEBI:16618	PIP3_AKT	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
cyt_prot_AKT_	Cytoplasm	48.16256372	P31749, P31751, Q9Y243	AKT	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
cyt_prot_p_AKT_	Cytoplasm	0.03892695091	P31749, P31751, Q9Y243	pAKT	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
cyt_prot_p_p_AKT_	Cytoplasm	0.3892919084	P31749, P31751, Q9Y243	ppAKT	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
cyt_prot_PDPK1_	Cytoplasm	11.50724922	O15530	PDK1	PDPK1	ENSG00000140992											
cyt_prot_PIP3__PDK1_	Cytoplasm	0.184938312	CHEBI:16618, O15530	PIP3_PDK1	PDPK1	ENSG00000140992											
cyt_prot_PIP3__p_AKT_	Cytoplasm	0.06359506873	P31749, P31751, Q9Y243, CHEBI:16618	PIP3_pAKT	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
cyt_prot_RICTOR_	Cytoplasm	0.1671166632	Q6R327	Rictor	RICTOR	ENSG00000164327											
cyt_prot_MTOR_	Cytoplasm	1.180387947	P42345	mTOR	MTOR	ENSG00000198793											
cyt_prot_MTORC2_	Cytoplasm	1.839403639	P42345, Q8N122, Q9BVC4, Q9BPZ7	mTORC2	MTOR	ENSG00000198793											
cyt_mixed_PIP3__p_p_AKT_	Cytoplasm	0.003957820178	P31749, P31751, Q9Y243, CHEBI:16618	PIP3_ppAKT	AKT1, AKT2	ENSG00000142208	ENSG00000105221										
cyt_prot_GSK3B_	Cytoplasm	40.76507343	P49841	GSK3b	GSK3B	ENSG00000082701											
cyt_prot_p_GSK3B_	Cytoplasm	1.441831283	P49841	pGSK3b	GSK3B	ENSG00000082701											
cyt_prot_TSC1_	Cytoplasm	0.05639546773	Q92574	TSC1	TSC1	ENSG00000165699											
cyt_prot_TSC2_	Cytoplasm	0.3487556372	P49815	TSC2	TSC2	ENSG00000103197											
cyt_prot_p_TSC2_	Cytoplasm	0.08680177471	P49815	pTSC2	TSC2	ENSG00000103197											
cyt_prot_TSC1__TSC2_	Cytoplasm	0.1965771486	Q92574,P49815	TSC	TSC1, TSC2	ENSG00000165699	ENSG00000103197										
cyt_prot_PRKC_	Cytoplasm	20.15290048	P17252, P05771, P05129, Q05655	PKC	PRKCA, PRKCB, PRKCG, PRKCD	ENSG00000154229	ENSG00000166501	ENSG00000126583	ENSG00000163932								
cyt_prot_DAG1__PRKC_	Cytoplasm	1.56E-12	Q14118, P17252, P05771, P05129, Q05655	DAG_PKC	DAG1, PRKCA, PRKCB, PRKCG, PRKCD	ENSG00000173402	ENSG00000154229	ENSG00000166501	ENSG00000126583	ENSG00000163932							
cyt_prot_p_PEBP1_	Cytoplasm	1.47E-09	P30086	pRKIP	PEBP1	ENSG00000089220											
cyt_prot_PEBP1_	Cytoplasm	1039.045014	P30086	RKIP	PEBP1	ENSG00000089220											
cyt_prot_PEBP1__RAF1_	Cytoplasm	0	P30086,  P04049	RKIP_CRaf	PEBP1, RAF1	ENSG00000089220	ENSG00000132155										
cyt_prot_MAPK_	Cytoplasm	220.5970742	P28482, Q16644	ERK	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
cyt_prot_p_MAPK_	Cytoplasm	22.38543504	P28482, Q16644	pERK	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
cyt_prot_p_p_MAPK_	Cytoplasm	10.87584841	P28482, Q16644	ppERK	MAPK1, MAPK3	ENSG00000100030	ENSG00000102882										
cyt_prot_FOXO3_	Cytoplasm	0.3011389969	O43524	FOXO	FOXO3	ENSG00000118689											
cyt_prot_p_FOXO3_	Cytoplasm	0.5116564989	O43524	pFOXO	FOXO3	ENSG00000118689											
cyt_prot_RHEB__GDP_	Cytoplasm	105.3074772	Q15382, CHEBI:17552	RhebD	RHEB	ENSG00000106615											
cyt_prot_RHEB__GTP_	Cytoplasm	0	Q15382, CHEBI:15996	RhebT	RHEB	ENSG00000106615											
cyt_prot_RPTOR_	Cytoplasm	0.2956705427	Q8N122	Raptor	RPTOR	ENSG00000141564											
cyt_prot_RPS6KB1_	Cytoplasm	18.41546414	P23443	S6K	RPS6KB1	ENSG00000108443											
cyt_prot_p_RPS6KB1_	Cytoplasm	1.038285311	P23443	pS6K	S6K	ENSG00000108443											
cyt_prot_EIF4EBP1_	Cytoplasm	0.6519863334	Q13541	EIF4EBP1	EIF4EBP1	ENSG00000187840											
cyt_prot_p_EIF4EBP1_	Cytoplasm	1.099698471	Q13541	pEIF4EBP1	EIF4EBP1	ENSG00000187840											
cyt_prot_SOS1_	Cytoplasm	0.0005650214536	Q07889	SOS	SOS1	ENSG00000115904											
cyt_prot_GRB2__SOS1__p_p_MAPK_	Cytoplasm	0.002778458518	P62993, Q07889, Q02750, P36507	G2_SOS_ppERK	GRB2, SOS1, MAPK1, MAPK3	ENSG00000177885	ENSG00000115904	ENSG00000100030	ENSG00000102882								
cyt_prot_RAF1__p_p_MAPK_	Cytoplasm	0.03226741766	P04049, Q02750, P36507	CRaf_ppERK	RAF1, MAPK1, MAPK3	ENSG00000132155	ENSG00000100030	ENSG00000102882									
cyt_prot_RAS__GDP__DAG1__GRP_	Cytoplasm	1.10E-13	P01111,  P01116, P01112, CHEBI:17552, Q14118, P07492	RasD_DAG_GRP	NRAS, KRAS, HRAS, RASGRP1, RASGRP3	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000172575	ENSG00000152689							
cyt_prot_RAS__GTP__NF1_	Cytoplasm	0.003646114536	P01111,  CHEBI:15996, P01116, P01112, P21359	RasT_NF1	NRAS, KRAS, HRAS, NF1	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000196712								
cyt_prot_NF1__p_p_MAPK_	Cytoplasm	0	P21359, Q02750, P36507	NF1_ppERK	NF1, MAPK3, MAPK1, MAPK6, MAPK4, MAPK7, MAPK12, MAPK15	ENSG00000196712	ENSG00000102882	ENSG00000100030	ENSG00000069956	ENSG00000141639	ENSG00000166484	ENSG00000188130	ENSG00000181085				
cyt_prot_MAP2K__RAS__GTP__RAF1__BRAF_	Cytoplasm	0.2200407289	Q02750, P36507, CHEBI:15996, P15056, P04049	MEK_RasT_CRaf_BRaf	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, NF1, RAF1, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000196712	ENSG00000132155	ENSG00000157764				
cyt_prot_p_MAP2K__RAS__GTP__RAF1__BRAF_	Cytoplasm	0.02880792928	Q02750, P36507, CHEBI:15996, P15056, P04049	pMEK_RasT_CRaf_BRaf	MAP2K1, MAP2K2, NRAS, KRAS, HRAS, NF1, RAF1, BRAF	ENSG00000169032	ENSG00000126934	ENSG00000213281	ENSG00000133703	ENSG00000174775	ENSG00000196712	ENSG00000132155	ENSG00000157764				
cyt_prot_MAPK__p_p_MAP2K_	Cytoplasm	2.358343832	Q02750, P36507, Q16644, P28482	ERK_ppMEK	MAPK1, MAPK3, MAP2K1, MAP2K2	ENSG00000100030	ENSG00000102882	ENSG00000169032	ENSG00000126934								
